,RandomForest,XGBoost,LightGBM,DecisionTree
customer_country_mode_IN,0.0009056449277351405,0.0070570353,28.33703932768645,0.0
customer_country_mode_IT,0.007645559399396843,0.017818363,933.2848629924605,0.001839662152488612
customer_country_mode_JO,0.00020671060931143383,0.017904827,0.0,0.0
customer_country_mode_JP,0.00019512844866400366,0.0259413,34.920772030670655,0.0
customer_country_mode_KR,0.012871103004571173,0.041560873,789.2314222369894,0.0037613596321445994
customer_country_mode_LV,0.0,0.0075582275,0.0,0.0
customer_country_mode_MA,0.0,0.0,0.0,0.0
customer_country_mode_MX,9.524950424144673e-05,0.002858105,28.211023595862933,0.0
customer_country_mode_MY,0.0,0.0,0.0,0.0
customer_country_mode_NL,0.0031063576991963537,0.01626231,982.2609434557152,0.0033937126239908825
customer_country_mode_NO,1.9766492170965014e-05,0.0005035643,5.494056730531156,0.0
customer_country_mode_NZ,0.0001619892692772616,0.003182936,16.241315376013517,0.0
customer_country_mode_PH,0.0,0.0,0.0,0.0
customer_country_mode_PL,2.8607460835506937e-05,0.0048600216,1.9525378961116076,0.0
customer_country_mode_PT,1.2573529584607692e-05,0.010715682,0.0,0.0
customer_country_mode_PY,0.0,0.021749541,0.0,0.0
customer_country_mode_RO,0.0,0.0,0.0,0.0
customer_country_mode_RS,0.0,0.0,0.0,0.0
customer_country_mode_RU,0.010137844850946489,0.038630378,2335.97045913229,0.014089798028676622
customer_country_mode_SA,0.0,0.0,0.0,0.0
customer_country_mode_SE,0.03708810093694863,0.012772999,2331.718320544387,0.06987023580784778
customer_country_mode_SG,7.003688082065752e-05,0.0062021157,34.98704653635434,0.0
customer_country_mode_SI,0.019060535734668992,0.11505462,1231.6277285432436,0.004158291176328502
customer_country_mode_SK,0.0,0.0,0.0,0.0
customer_country_mode_TH,0.0,0.0,0.0,0.0
customer_country_mode_TR,0.0,3.2064137e-05,0.0,0.0
customer_country_mode_TW,0.0,0.0,0.0,0.0
customer_country_mode_UA,0.0,0.0,0.0,0.0
customer_country_mode_US,0.010377369225731962,0.014318131,1527.0181825844122,0.009948507599527442
customer_country_mode_VN,0.0,0.0,0.0,0.0
customer_country_mode_ZA,0.0,0.024170145,0.0,0.0
quantity_sum,0.05446638624933385,0.0072837137,4588.543748848188,0.02325336657631717
price_sum,0.0422127685563038,0.004493426,4394.90860918613,0.006486524144132219
unit_weight,0.16754494547023488,0.03914336,48700.02457238062,0.4431402161486221
unit_price_mean,0.10821384058171747,0.018957078,13294.27438102669,0.07916066275577112
customer_country_count,0.06618507473754276,0.009985593,6263.523853836022,0.03269585435360255
customer_id_count,0.07180415753301878,0.011349937,7836.422597015921,0.011997184849739766
