,RandomForest,XGBoost,LightGBM,DecisionTree
description_92,2.3999364940555858e-05,0.0,0.0,0.0
description_93,0.011652191460787694,0.003552209,304.8371391451154,8.261521169495418e-05
description_94,0.001947785193086566,0.00237103,1036.254981490396,0.0
description_95,0.002733566949029793,0.003150768,580.9976380690872,0.0
description_96,7.42960469742987e-05,0.00046511623,27.78102992580925,0.0
description_97,3.0401249850490983e-05,0.0004385359,20.900121267715456,0.0
description_98,0.0010069406392320254,0.0036718773,1514.6248252719029,0.0
description_99,2.749594304229532e-05,0.0,4.7667590452674595,0.0
description_100,2.0949719105299035e-05,0.005467705,2.768402862810035,0.0
description_101,0.002995589056407188,0.004967813,1750.9636557307613,0.0
description_102,0.0006219468044089826,0.001960317,810.4981008132402,0.0007923705764338704
description_103,0.02070396679544339,0.00953371,10088.599214440048,0.02082649043261962
description_104,1.6342630965057845e-06,0.0,8.899686823957822,0.0
description_105,0.0005823853376507861,0.00070371747,551.8860833794815,0.0
description_106,0.011362544163611966,0.01656191,3553.181044651964,0.02757517755377055
description_107,0.00927607823155516,0.00057498814,129.69967760211387,0.0
description_108,0.0009601194486643258,0.0013281656,211.6896929055071,0.0016564610783210388
description_109,4.6421411380956855e-05,0.00089481456,7.347152222640405,0.0
description_110,0.0007681222690461043,0.0041570924,1500.9034193084826,0.0
description_111,0.02888604558444245,0.0060971784,15468.244650225739,0.003163622677698471
description_112,2.8393763211231712e-05,0.0,6.832363480236381,0.0
description_113,0.00030041886952291845,0.0021631646,646.804650629086,0.0
description_114,4.866585145968996e-06,0.0,0.0,0.0
description_115,0.00016093034098232527,0.00018376997,7.085091852775788,0.0
description_116,1.9246627638001025e-05,0.0012100457,0.3175938933144664,0.0
description_117,3.290511048792538e-05,0.0011213167,0.5485312568489462,0.0
description_118,8.158041272480702e-05,0.0008807824,78.7459101798579,0.0
description_119,0.0003436909746386403,0.0,155.69865720973877,0.0
description_120,0.003070001020645433,0.0072176997,2957.4035570282545,0.0016592621757561504
description_121,0.009935309977851893,0.0041911546,2107.621193503927,0.0008489867879712098
description_122,0.018319452065732152,0.0035844177,4668.709722781572,0.025432429713255243
description_123,0.005462235517755444,0.014380572,1127.4052261337742,0.022635656899531443
description_124,0.10544961367902009,0.060678843,51227.54135133985,0.01809246851483088
description_125,0.012510101165472064,0.012596477,7239.047866536564,0.027266598732735035
description_126,0.008609570857856531,0.11799923,1940.8259689141323,0.0
description_127,2.1171373003014043e-05,0.00062965817,4.125515413600941,0.0
description_128,0.003076973856767453,0.009342929,1102.7538722229335,0.011544423748824934
description_129,0.010561524616371987,0.005182023,4703.521219720479,0.0
description_130,0.01562436997879717,0.0034450914,563.9909011347157,0.0007272651786945488
description_131,0.0020836283508909297,0.0,45.83235524654083,0.0
description_132,0.00010729041450380184,7.2249575e-05,12.37749288909912,0.0
description_133,7.037613452348351e-06,0.0,4.652709776564734e-06,0.0
description_134,0.0015889233319660984,0.0010211056,670.888089507704,0.0
description_135,0.005905671206308227,0.04799095,2787.597765030448,0.0
description_136,0.0002641213626974301,0.00022746192,4.494518516592178,0.0
description_137,5.7648386860046535e-05,1.6550965e-05,7.324446009306692,0.0
description_138,9.12127066639295e-06,0.00041826806,43.58247300538219,0.0
description_139,0.0001932895755672443,0.0019425082,94.99734460304887,0.0
description_140,0.0017677330161610927,0.0027296084,1579.2554002243476,0.0
description_141,2.5476130654015433e-05,0.00036579242,9.743328809999177,0.0
description_142,0.009903719366763222,0.004998158,5434.966796873387,2.763318653131566e-05
description_143,0.00043941224493570824,0.0021662586,468.60890377324773,0.002982109907858136
description_144,9.557206625128527e-05,0.0,0.0,0.0
description_145,0.0004954447441114281,0.0024840245,212.16309396654995,0.0002601634952617216
description_146,9.986133830335463e-05,0.0005161182,47.85516473236413,0.0
description_147,0.0004339900662358669,0.0003617369,48.78231813438881,0.0
description_148,0.1043625396433624,0.08560283,44094.44482429394,0.2196828756803696
description_149,2.0521720867350827e-05,0.00033873535,65.85028890758403,0.0
description_150,0.00025087172462450873,0.0006121332,89.01630982668627,0.0
description_151,0.0009598657142399629,0.0021309578,547.2472530295024,0.0
description_152,2.5708329845120753e-06,0.0,0.0,0.0
description_153,0.0003228656597669278,0.0026856128,570.4075554498256,0.0
description_154,2.0694195867664903e-05,0.0,19.10948107391596,0.0
description_155,0.0001278783635742939,0.0023446148,56.75068661948174,0.0
description_156,0.005190888678814356,0.01499122,1318.2858094382088,0.0
description_157,0.0029930133143106267,0.009598228,3503.656243227897,0.014064229844835395
description_158,0.009404764776387976,0.0074376585,4921.418499427406,0.016582275307689506
description_159,0.0,7.571808e-05,4.500663010870911,0.0
description_160,0.00301028317303836,0.0077709714,841.6366222735991,0.0
description_161,0.0009216149537531282,0.0011362303,11.045683799864491,0.0
description_162,9.207639024994171e-05,0.000558821,33.39116898228396,0.0
description_163,7.465703147397252e-06,0.0,0.3652263305266388,0.0
